SurveyYear,SurveyPeriod,SiteName,StartDate,EndDate,Race,EstimatedAnnualIncome,ZipCode,SurveyResponseID,Q1 - DoMoreVolunteerWork,Q2 - SeeFriendsMore,Q3 - TakeCareOfHealth,Q4 - EatBetterMeals,Q5 - HaveMoreEnergy,Q6 - FeelHappier,Q7 - SomethingToLookForwardTo,Q8 - KnowWhereToAsk,Q9 - FeelIndependent,Q10 - FeelSeniorCenterPositiveEffect,Q11 - LearnNewThings,Q12 - LearnedAboutServices,Q13 - MoreActive,Q14 - WouldRecommendSeniorCenter,Open1 - HowSeniorCenterChangedLife,Open2 - ParticipateInTheseActivities
2017,2,South Park,56:13.0,58:11.0,White or Caucasian ,"Low:  Less than $30,900 for 1 person; or $35,300 for 2 people",98108,9045,Most of the Time,Most of the Time,Most of the Time,Not Specified,Most of the Time,Most of the Time,Most of the Time,Not Applicable,Not Applicable,Most of the Time,Most of the Time,Not Applicable,Most of the Time,Most of the Time,"Healthier, Meet new people",Exercise
2017,2,South Park,53:33.0,56:06.0,"Asian, Asian-American ","Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98126,9046,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Sometimes,Sometimes,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Love people!,Dinner Karaoke
2017,2,South Park,50:29.0,53:02.0,"Asian, Asian-American ","Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98134,9047,Sometimes,Not Specified,Most of the Time,Most of the Time,Sometimes,Sometimes,Most of the Time,Sometimes,Sometimes,Sometimes,Most of the Time,Most of the Time,Sometimes,Most of the Time,Great!,Dinner Karaoke
2017,2,South Park,47:51.0,50:17.0,"Asian, Asian-American ","Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98144,9048,Sometimes,Sometimes,Sometimes,Most of the Time,Sometimes,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Sometimes,Sometimes,Sometimes,Happier life,Dinner Karaoke
2017,2,South Park,45:43.0,47:38.0,"Asian, Asian-American ","Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98118,9049,Sometimes,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Sometimes,Most of the Time,Sometimes,Sometimes,Sometimes,Most of the Time,I feel happier,Dinner Karaoke
2017,2,South Park,43:38.0,45:33.0,"Asian, Asian-American ","Low:  Less than $30,900 for 1 person; or $35,300 for 2 people",98126,9050,Sometimes,Most of the Time,Most of the Time,Most of the Time,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Happier,Dinner Karaoke
2017,2,South Park,41:05.0,43:25.0,"Asian, Asian-American ","Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98104,9051,Sometimes,Most of the Time,Most of the Time,Most of the Time,Sometimes,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Sometimes,Most of the Time,Most of the Time,Sometimes,I'm happy,Dinner Karaoke
2017,2,South Park,38:54.0,40:54.0,"Asian, Asian-American ","Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98134,9052,Sometimes,Most of the Time,Most of the Time,Most of the Time,Sometimes,Sometimes,Sometimes,Most of the Time,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Great life!,Dinner Karaoke
2017,2,South Park,36:43.0,38:38.0,"Asian, Asian-American ","Low:  Less than $30,900 for 1 person; or $35,300 for 2 people",98144,9053,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,more independent,Dinner Karaoke
2017,2,South Park,34:47.0,36:33.0,"Asian, Asian-American ","Low:  Less than $30,900 for 1 person; or $35,300 for 2 people",98134,9054,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,more confidence,Dinner Karaoke
2017,2,South Park,33:00.0,34:40.0,"Asian, Asian-American ","Low:  Less than $30,900 for 1 person; or $35,300 for 2 people",98126,9055,Sometimes,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Sometimes,Sometimes,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Good health,Dinner Karaoke
2017,2,South Park,30:30.0,32:46.0,"Asian, Asian-American ","Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98109,9056,Sometimes,Sometimes,Most of the Time,Most of the Time,Sometimes,Sometimes,Sometimes,Most of the Time,Most of the Time,Most of the Time,Sometimes,Most of the Time,Most of the Time,Most of the Time,Better and better every day,Dinner Karaoke
2017,2,South Park,28:30.0,30:20.0,"Asian, Asian-American ","Low:  Less than $30,900 for 1 person; or $35,300 for 2 people",98118,9057,Sometimes,Sometimes,Sometimes,Sometimes,Most of the Time,Sometimes,Most of the Time,Sometimes,Most of the Time,Most of the Time,Sometimes,Sometimes,Most of the Time,Most of the Time,Healthier,Dinner Karaoke
2017,2,South Park,26:27.0,28:19.0,"Asian, Asian-American ","Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98144,9058,Sometimes,Sometimes,Most of the Time,Most of the Time,Sometimes,Sometimes,Sometimes,Most of the Time,Most of the Time,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Life is great?,Dinner Karaoke
2017,2,South Park,23:57.0,26:14.0,"Asian, Asian-American ","Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98126,9059,Sometimes,Sometimes,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,More healthy,Dinner Karaoke
2017,2,South Park,21:42.0,23:50.0,"Asian, Asian-American ","Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98108,9060,Not Specified,Most of the Time,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Sometimes,Most of the Time,Most of the Time,Most of the Time,Sometimes,Sometimes,Most of the Time,My life is happier.,"Dinner, Karaoke"
2017,2,South Park,19:56.0,21:32.0,White or Caucasian ,Not Specified,98146,9061,Most of the Time,Most of the Time,Most of the Time,Not Applicable,Most of the Time,Most of the Time,Most of the Time,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,NULL,Exercise
2017,2,South Park,17:35.0,19:47.0,White or Caucasian ,"Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98146,9062,Most of the Time,Most of the Time,Most of the Time,Sometimes,Not Specified,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Sometimes,Sometimes,Sometimes,Most of the Time,Most of the Time,NULL,Sack Lunch
2017,2,South Park,15:31.0,17:29.0,White or Caucasian ,"Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98146,9063,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,NULL,Sack Lunch
2017,2,South Park,13:17.0,15:23.0,White or Caucasian ,"Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98108,9064,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Yes,Sack Lunch
2017,2,South Park,11:10.0,13:03.0,"Hispanic, Latino ","Moderate: Less than $44,750 for 1 person; or $51,150 for 2 people",98106,9065,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Not Specified,Most of the Time,Most of the Time,Most of the Time,NULL,Sack Lunch
2017,2,South Park,08:49.0,11:01.0,White or Caucasian ,Not Specified,98146,9066,Not Applicable,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Sometimes,Sometimes,Sometimes,Most of the Time,NULL,Ceramics
2017,2,South Park,59:24.0,07:56.0,White or Caucasian ,"Above Moderate:  More than $44,750 for 1 person; or $51,150 for 2 people",98108,9067,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,It keeps me young.,"Dinner, Exercise, 2 Book Clubs, Parkies, etc."
2017,1,ACRS,57:44.0,59:23.0,"Asian, Asian-American ","Low:  Less than $30,900 for 1 person; or $35,300 for 2 people",98148,10059,Not Applicable,Sometimes,Sometimes,Sometimes,Sometimes,Most of the Time,Sometimes,Almost Never,Almost Never,Sometimes,Not Applicable,Not Applicable,Most of the Time,Sometimes,I have been healthy and happy,"Tai Chi, Yoga, Zumba and Line Dance"
2017,1,ACRS,54:53.0,56:11.0,,"Low:  Less than $30,900 for 1 person; or $35,300 for 2 people",NULL,10060,Almost Never,Sometimes,Sometimes,Sometimes,Sometimes,Most of the Time,Sometimes,Not Applicable,Not Applicable,Most of the Time,Sometimes,Almost Never,Sometimes,Sometimes,NULL,"yoga, zumba and painting"
2017,1,ACRS,45:24.0,47:50.0,"Asian, Asian-American ","Low:  Less than $30,900 for 1 person; or $35,300 for 2 people",98108,10061,Not Applicable,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Almost Never,Not Applicable,Not Specified,Most of the Time,Almost Never,Almost Never,Sometimes,Sometimes,NULL,"Zumba, Line Dance, Tai Chi and Painting"
2017,1,ACRS,38:55.0,41:06.0,"Asian, Asian-American ","Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98108,10062,Almost Never,Sometimes,Sometimes,Sometimes,Most of the Time,Most of the Time,Sometimes,Sometimes,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,i feel happier now,all activities in the year
2017,1,ACRS,20:33.0,38:26.0,"Asian, Asian-American ",Not Specified,98144,10063,Most of the Time,Most of the Time,Most of the Time,Not Applicable,Most of the Time,Most of the Time,Not Specified,Sometimes,Most of the Time,Most of the Time,Most of the Time,Sometimes,Not Specified,Not Specified,makes me happy,NULL
2017,1,ACRS,17:53.0,19:18.0,"Asian, Asian-American ",Not Specified,98118,10064,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Sometimes,Most of the Time,Most of the Time,Most of the Time,Sometimes,Most of the Time,Sometimes,"better for me, health increase, life changing,active life",NULL
2017,1,ACRS,13:47.0,17:09.0,"Asian, Asian-American ",Not Specified,98118,10065,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Sometimes,Most of the Time,Most of the Time,Most of the Time,Sometimes,Most of the Time,Sometimes,"better for me, health increase, life changing,active life",NULL
2017,1,ACRS,06:29.0,12:55.0,"Asian, Asian-American ",Not Specified,98155,10066,Not Specified,Most of the Time,Most of the Time,Not Specified,Not Specified,Most of the Time,Not Specified,Not Specified,Most of the Time,Most of the Time,Most of the Time,Not Specified,Most of the Time,Most of the Time,"health, strength, happiness",dancing & excercise
2017,1,ACRS,03:34.0,06:17.0,"Asian, Asian-American ",Not Specified,98155,10067,Not Specified,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Not Specified,Not Specified,Not Specified,Not Specified,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,my health is better,"yoga, line dance, learn english "
2017,1,ACRS,59:38.0,03:04.0,"Asian, Asian-American ",Not Specified,98155,10068,Not Applicable,Most of the Time,Not Applicable,Sometimes,Not Specified,Most of the Time,Not Specified,Not Specified,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,i am happier meeting new friends,"yoga, excercise"
2017,1,ACRS,50:32.0,59:09.0,"Asian, Asian-American ",Not Specified,98155,10069,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Not Specified,Sometimes,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,increased my strength and health,exercise for my health
2017,1,ACRS,44:05.0,44:38.0,"Asian, Asian-American ",Not Specified,NULL,10070,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,NULL,NULL
2017,1,ACRS,41:59.0,43:53.0,"Asian, Asian-American ","Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98116,10071,Almost Never,Most of the Time,Most of the Time,Sometimes,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,NULL,drawing/art
2017,1,ACRS,37:58.0,41:47.0,"Asian, Asian-American ","Low:  Less than $30,900 for 1 person; or $35,300 for 2 people",98168,10072,Sometimes,Most of the Time,Most of the Time,Sometimes,Sometimes,Most of the Time,Most of the Time,Almost Never,Almost Never,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,I became more active,Line dancing
2017,1,ACRS,36:58.0,37:45.0,"Asian, Asian-American ","Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98116,10073,Sometimes,Most of the Time,Most of the Time,Sometimes,Sometimes,Sometimes,Most of the Time,Most of the Time,Most of the Time,Sometimes,Most of the Time,Sometimes,Sometimes,Sometimes,NULL,NULL
2017,1,ACRS,35:32.0,36:44.0,"Asian, Asian-American ","Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98144,10074,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,"as an immigrant, social activities and good health are promoted",line dancing
2017,1,ACRS,58:32.0,59:30.0,White or Caucasian ,"Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98178,10075,Not Applicable,Sometimes,Most of the Time,Most of the Time,Sometimes,Most of the Time,Most of the Time,Not Applicable,Sometimes,Most of the Time,Sometimes,Not Applicable,Most of the Time,Most of the Time,NULL,NULL
2017,1,ACRS,57:24.0,58:23.0,"Asian, Asian-American ","Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98031,10076,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,feel happier,yoga
2017,1,ACRS,54:05.0,57:11.0,"Asian, Asian-American ","Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98144,10077,Not Specified,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,I feel much healthier,"line dancing, yoga, lunch"
2017,1,ACRS,53:02.0,53:53.0,"Asian, Asian-American ",Not Specified,98003,10078,Not Specified,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,"feel healthier, more friends!",NULL
